category,clause,include,reason,occurrences
immigrant,against President Trump adminstration's threat to immigrants constitutional rights,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,against President Trump adminstrations immigration polices,0,Opposition to unspecified Trump immigration policies; rights or anti-enforcement direction is not explicit.,1
immigrant,against President Trump immigration policies,0,Opposition to unspecified Trump immigration policies; rights or anti-enforcement direction is not explicit.,3
immigrant,against President Trump targeting immigrants,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against President Trump's adminstration's mass deportation efforts,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against President Trump's attacks on immigrants,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",4
immigrant,against President Trump's attacks on migrants,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",2
immigrant,against President Trump's deportation policies,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,"against President Trump's executive order increasing ICE presence in Washington, D.C.",1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against President Trump's executive orders to deport immigrants,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against President Trump's immigrant deportation policies,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against President Trump's immigrant deportations and family separations,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against President Trump's immigration agenda,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,1
immigrant,against President Trump's immigration policies,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,18
immigrant,against President Trump's immigration policy,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,1
immigrant,against President Trump's mass deporation of immigrants,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against President Trump's mass deportations of immigrants,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",3
immigrant,against President Trumps administration immigration policies,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,1
immigrant,against Republican accusations that Democrats wanted to provide healthcare for undocumented immigrants,0,Rejects an accusation about immigrant healthcare; does not explicitly support that healthcare or immigrant protections.,1
immigrant,against Rochester police officers assisting Border Patrol agents in contradiction of Rochester's status as a sanctuary city,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against Ron DeSantis's plans to convert Baker Correctional Facility into an immigrant detention center,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,"against Sen. Katie Britt’s support for the “One, Big, Beautiful Bill,” which eliminated funding for Medicaid, school programs, and food assistance, while also enabling immigration enforcement without due process",1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,against Smith County partnership with ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against Stanford University cooperating with ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against Tallahassee Police Department's cooperation with ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against The Home Depot's cooperation with ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against The University of Texas at Arlington allowing ICE on campus,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against Town President Larry Dominick's cooperation with ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against Trump administration's immigration policies,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,1
immigrant,against Trump administrations immigration enforcement policies,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against Trump adminstration's crackdown on LA anti-ICE protest,0,"Opposes repression/arrest/discipline of protesters or officials; ICE/immigration is context, without an explicit immigrant-protection or anti-enforcement claim.",1
immigrant,against Trump adminstration's polices on immigration DEI and research funding,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,1
immigrant,against Trump deportation campaign,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against Trump executive orders for increased immigration authorities,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,"against Trump federal takeover of DC, against ICE raids",1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against Trump immigration policies,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,1
immigrant,against Trump immigration policy,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,9
immigrant,against Trump policies for ICE deporation,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against Trump's deportation policy,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against Trump's executive orders aimed at increasing deportations and tightening border security,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against Trump's immigration policy,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,1
immigrant,"against Trump’s immigration policies, for standing up for immigrant families, against mass deportations, for keeping families together, against the fear and uncertainty facing undocumented students, for students using their voices to demand justice, against the dehumanization of immigrants, for recognizing the humanity of all people, against school staff attempting to suppress student activism, for the right to protest peacefully",1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,"against Trump’s mass deportation plans, for immigrant rights and dignity, against forced family separations, for unity and solidarity among Black and Brown communities, against xenophobia and exclusionary policies, for Tulsa recognizing and embracing its immigrant population, against policies that create fear and instability",1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,"against Trump’s mass deportations, for students' right to protest policies that harm their families, against ICE raids disrupting communities, for keeping families together, against the fear instilled in undocumented families, for young people standing up for justice, against policies that criminalize immigrants seeking better lives, for student activism in defense of their friends and loved ones, against a system that dehumanizes migrants, for constructive dialogue about immigration policies, against the increased enforcement tearing apart communities",1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",2
immigrant,against U.S. ICE raids in Nashville,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against U.S. Immigration and Customs Enforcement raids,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,"against U.S. immigration crackdowns, mass detention facility construction, and racial profiling",1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against U.S. immigration policies,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,1
immigrant,against U.S. immigration policies and the presence of ICE in Portland,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against UCLA allowing ICE on campus,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against University of Maryland's willingness to host ICE and defense contrators as employers at the Spring Career Fair,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against University of Minnesota cooperating with ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against University of Minnesota's stated intention to comply with ICE orders,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against University of North Carolina Chapel Hill chancellor Lee Roberts' stated intention to cooperate with ICE in detention and deportation of undocumented migrants on campus,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against W&W Dairy's new policy to use E-Verify to check employees' immigration status,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against Wells police collaborating with ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against Zapata-Velasquez's detention and deportation,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against a 6-year-old facing immigration court alone,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against a Tennessee bill allowing schools to deny enrolling unauthorized immigrants,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against a federal immigration crackdown ordered by the Trump adminstration,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",2
immigrant,against a lack of transparency regarding ICE detainments,1,"Demands accountability/transparency for ICE detention or enforcement, protecting those affected.",1
immigrant,"against a new state bill in Tennessee that, if approved, would allow school districts to deny enrollment to students who are undocumented immigrants",1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against a proposed City Council resolution that would allow local police officers to assist federal agents in deporting undocumented migrants,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,"against aggressive actions undertaken by U.S. Immigration and Customs Enforcement (ICE), including an incident where an ICE vehicle reportedly injured a resident’s foot during an arrest",1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against aggressive immigration enforcement,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",426
immigrant,against allowing UFPD 287 (g) agreement with ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against an ICE and DEA raid at a Colorado Springs night club,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,"against an ICE detainment of six people, including a minor and a disabled person on August 12",1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against an ICE operation carried out on May 29 in College Town,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against an ICE operation in San Bernardino that included shots being fired at a family's vehicle,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against an ICE raid at Allston Car Wash in Boston,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,"against an ICE raid in El Cajon, California",1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against anti-ICE demonstration,0,Opposes immigrants/immigration or pro-immigrant/anti-ICE protesters; opposing direction.,2
immigrant,against anti-ICE protest,0,Opposes immigrants/immigration or pro-immigrant/anti-ICE protesters; opposing direction.,1
immigrant,against anti-ICE protesters,0,Opposes immigrants/immigration or pro-immigrant/anti-ICE protesters; opposing direction.,5
immigrant,against anti-ICE protests,0,Opposes immigrants/immigration or pro-immigrant/anti-ICE protesters; opposing direction.,1
immigrant,"against anti-LGBTQ+ legislation, for protecting immigrant rights, against criminalizing the unhoused, for human dignity and civil rights, against Senate Bill 484 restricting aid to the unhoused, for municipalities’ rights to care for vulnerable populations, against fear-based policymaking, for love and inclusivity in governance",1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,against anti-immigrant bigotry,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against anti-immigrant policies,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against anti-immigrant rhetoric,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against anti-immigration raids at schools,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against any cooperating between Chapman University and ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against any cooperation between Boston University and ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against any cooperation between CU Boulder and ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against any cooperation between Dartmouth Dining Services and ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against any cooperation between John Hopkins and federal immigration authorities,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against any cooperation of the University of Minnesota with ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against arrests and deportations of migrant workers,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",4
immigrant,against arrests made by ICE of Aguacates workers,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against asylum policies.,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,1
immigrant,against attacks on immigrant workers,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",2
immigrant,against attacks on immigrants,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,"against attacks on immigrants, women, LGBTQ people, and all other minority communities",1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",2
immigrant,against attacks on migrants and workers and women and LGBTQIA+ people,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against barriers for immigrant children to attend public schools,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against bills HB1 and SB88 that would place new restrictions on immigrants who seek to buy or own land in Ohio,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against border patrol,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against border patrol deployment in New Orleans,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against campus police being able to arrest illegal immigrants,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,against campus police partnership with ice,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against collaboration between the Chicago Police and Immigration and Customs Enforcement,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against collusion between local police and ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against construction of new ICE facility,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against cooperation with ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against criminalization of immigrants,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against current US immigration policies,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,1
immigrant,against deal between Ruthersford County Sheriffs Office and ICE enforcing their collaboration,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against deportation,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",18
immigrant,against deportation and abduction,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against deportation flights taking place in Signature Airlines terminal,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against deportation of Filipino crew members who were visa-holding and held no criminal charges and demand fair treatment and legal advocacy,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against deportation policies,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against deportation to Mexico of Paulino Martin San Pedro,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against deportations,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",972
immigrant,against deportations of immigrant students,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against deportations of immigrant students from University of Wisconsin Milwaukee,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against deportations of immigrants,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",3
immigrant,against deportations of migrants,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against deportations of migrants on flights from Gary/Chicago International Airport,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against deportations of student activists,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against deportations of students rallying for Palestine,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against deportations of undocumented migrants,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against deportations without due process,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against deporting immigrants,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",2
immigrant,against deporting migrants,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",2
immigrant,against deporting student protesters,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against deporting students,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against detention and deportation of Harjit Kaur by ICE,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against detention and deportation of Mahmoud Khalil,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",6
immigrant,against detention and deportation of mahmoud khalil,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against detention of immigrants,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against detentions and deportations of migrants,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against fear in immigrant community,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against fear in the immigrant community,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against federal deportation flights,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against federal immigration action,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,1
immigrant,against federal immigration agents using any city property (including parking lots and city buildings) for staging or enforcement operations,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against federal immigration deportment policies,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,1
immigrant,against federal immigration enforcement (specifically mass deportations),1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against federal immigration enforcement policies,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against federal immigration policies,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,2
immigrant,against federal immigration raids,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",2
immigrant,"against federal indictments stemming from a September 26, 2025, action where the ""Broadview Six"" allegedly surrounded an ICE vehicle",0,"Opposes indictments of people allegedly surrounding an ICE vehicle, without explicitly opposing ICE/enforcement or stating immigrant protections.",1
immigrant,against federal legislation that would facilitate immigrant deportations,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",2
immigrant,against federal migrant deportation policies,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against federal policies targeting trans and immigrant communities,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against flights deporting undocumented immigrants,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against forced deportations,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against growing presence of ICE and Border Patrol in their communities,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",2
immigrant,against growing presence of ICE and border patrol in their community,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",2
immigrant,against hate towards immigrants,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against ice,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",2
immigrant,against ice raids in Los Angeles,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against illegal detentions by ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against illegal immigration,0,Opposes immigrants/immigration or pro-immigrant/anti-ICE protesters; opposing direction.,3
immigrant,against immigrant deportation,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",5
immigrant,against immigrant deportation and family separation,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against immigrant deportations,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",58
immigrant,against immigrant deportations and ICE raids,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",3
immigrant,against immigrant deportations and family deportations,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",2
immigrant,against immigrant deportations and family separation,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",3
immigrant,against immigrant deportations and family separations,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",51
immigrant,against immigrant detention,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",17
immigrant,against immigrant detention and deportation,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against immigrant detention and deportations,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against immigrant detentions,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",2
immigrant,against immigrant enforcement raids,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against immigrant rights demonstration,0,Opposes immigrants/immigration or pro-immigrant/anti-ICE protesters; opposing direction.,1
immigrant,against immigrants,0,Opposes immigrants/immigration or pro-immigrant/anti-ICE protesters; opposing direction.,1
immigrant,against immigrants' deportation and family separation,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",9
immigrant,against immigrants' deportations and family separations,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against immigration,0,Opposes immigrants/immigration or pro-immigrant/anti-ICE protesters; opposing direction.,2
immigrant,against immigration arrests/crackdowns,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against immigration bill,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,1
immigrant,against immigration crackdown,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against immigration deportations,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against immigration detention,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against immigration detentions,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against immigration operations,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against immigration polices enforced by ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",2
immigrant,against immigration policies,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,1
immigrant,against immigration policies by the Trump administration,0,Ambiguous or indirect claim: no explicit pro-immigrant protection or opposition to immigration enforcement in this clause.,1
immigrant,against immigration raid at Camarillo farm in California,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against immigration raids,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",7
immigrant,against immigration sweeps,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against immigrations,0,Opposes immigrants/immigration or pro-immigrant/anti-ICE protesters; opposing direction.,2
immigrant,against immmigration raids and deportations in Long Island,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,against increasing funding for ICE and law enforcement,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against inhuman treatment of detainees by ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against inhumane conditions for migrant detainees in Tacoma Northwest Detention Center,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",362
immigrant,against inhumane conditions of immigration centers,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against inhumane treatement of immigrants at the Chantilly ICE offices,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against inhumane treatment of detainees by ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",121
immigrant,against intimidation of migrant workers by Customs and Border Patrol,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",4
immigrant,against legislator that targets immigrants,1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",1
immigrant,against living conditions at the US ICE facility in Baltimore,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against local ICE detainment,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against local authorities assisting federal deportation efforts,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,"against local immigration raids and demand ""sanctuary"" protections for workers",1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,against local law enforcement's partnership with ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,against local law enforcements compliance with federal immigration agents under President Trump's deportation agenda,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
